Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
02/02/2022,New York City,2020,3,2020/1/18,1129,1057,10,236,28,15,57,35,12,17,12,351,45,0,0
02/02/2022,New York City,2020,4,2020/1/25,1182,1104,14,258,46,25,58,28,14,16,21,379,38,0,0
02/02/2022,New York City,2020,5,2020/2/1,1171,1085,,287,32,27,55,34,19,10,,353,35,0,0
02/02/2022,New York City,2020,6,2020/2/8,1173,1086,16,228,42,21,60,45,14,18,,367,52,0,0
02/02/2022,New York City,2020,7,2020/2/15,1130,1063,,252,42,22,46,32,10,,,374,42,0,0
02/02/2022,New York City,2020,8,2020/2/22,1096,1025,11,250,31,23,35,39,11,14,12,347,42,0,0
02/02/2022,New York City,2020,9,2020/2/29,1110,1027,10,227,34,22,35,48,14,12,11,339,54,0,0
02/02/2022,New York City,2020,10,2020/3/7,1113,1045,12,244,43,13,43,28,,,11,355,40,0,0
02/02/2022,New York City,2020,11,2020/3/14,1136,1059,14,230,36,22,47,32,,14,17,384,42,,
02/02/2022,New York City,2020,12,2020/3/21,1405,1343,11,262,60,25,62,37,13,15,13,425,52,125,120
02/02/2022,New York City,2020,13,2020/3/28,2805,2725,14,265,86,38,122,78,27,21,28,745,54,982,906
02/02/2022,New York City,2020,14,2020/4/4,6293,6217,23,259,183,59,217,126,53,33,34,1480,71,3320,3100
02/02/2022,New York City,2020,15,2020/4/11,7862,7786,10,252,163,55,163,106,59,28,45,1718,84,4867,4573
02/02/2022,New York City,2020,16,2020/4/18,5899,5828,10,189,88,41,51,72,41,16,36,1152,60,3912,3651
02/02/2022,New York City,2020,17,2020/4/25,4051,3978,,202,59,27,51,34,22,13,38,701,38,2627,2487
02/02/2022,New York City,2020,18,2020/5/2,2846,2765,,179,32,22,49,30,23,,20,507,46,1724,1620
02/02/2022,New York City,2020,19,2020/5/9,2072,1987,,195,34,18,40,26,18,11,20,403,34,1051,983
02/02/2022,New York City,2020,20,2020/5/16,1603,1529,14,190,32,12,30,28,,10,16,384,40,618,554
02/02/2022,New York City,2020,21,2020/5/23,1310,1217,,207,23,17,26,26,18,10,18,301,30,417,369
02/02/2022,New York City,2020,22,2020/5/30,1166,1078,,207,25,10,19,21,10,,12,311,31,284,249
02/02/2022,New York City,2020,23,2020/6/6,1114,1017,13,194,26,18,17,29,,,14,320,30,196,171
02/02/2022,New York City,2020,24,2020/6/13,1097,1014,20,219,26,24,31,24,10,,12,302,42,141,110
02/02/2022,New York City,2020,25,2020/6/20,990,922,16,193,27,15,30,23,,17,,322,27,90,65
02/02/2022,New York City,2020,26,2020/6/27,1073,983,15,207,30,15,20,26,,,14,353,35,75,55
02/02/2022,New York City,2020,27,2020/7/4,990,908,,227,31,18,26,20,12,10,16,307,36,53,36
02/02/2022,New York City,2020,28,2020/7/11,1027,921,15,206,39,18,27,24,,,15,322,38,43,32
02/02/2022,New York City,2020,29,2020/7/18,969,887,,217,38,15,17,32,,,16,282,30,53,35
02/02/2022,New York City,2020,30,2020/7/25,1020,922,10,220,38,12,19,29,,,22,302,36,46,31
02/02/2022,New York City,2020,31,2020/8/1,985,885,13,209,21,11,30,27,12,10,15,303,36,35,22
02/02/2022,New York City,2020,32,2020/8/8,964,876,12,186,27,12,24,23,,,15,315,50,24,19
02/02/2022,New York City,2020,33,2020/8/15,987,904,20,213,21,13,23,31,19,12,16,277,40,29,20
02/02/2022,New York City,2020,34,2020/8/22,965,889,13,243,32,15,26,25,11,11,16,253,33,24,16
02/02/2022,New York City,2020,35,2020/8/29,997,915,14,217,31,14,16,17,11,16,14,273,32,19,15
02/02/2022,New York City,2020,36,2020/9/5,971,873,16,223,38,13,34,29,13,15,14,257,36,23,16
02/02/2022,New York City,2020,37,2020/9/12,963,865,,208,27,18,20,25,13,12,14,275,40,18,11
02/02/2022,New York City,2020,38,2020/9/19,1006,920,10,238,27,12,27,22,19,13,11,269,35,26,21
02/02/2022,New York City,2020,39,2020/9/26,988,904,12,199,41,26,32,27,15,,13,283,39,20,15
02/02/2022,New York City,2020,40,2020/10/3,968,879,17,192,31,18,19,32,10,,15,266,41,35,28
02/02/2022,New York City,2020,41,2020/10/10,1015,937,,224,35,21,18,26,14,17,16,288,42,24,16
02/02/2022,New York City,2020,42,2020/10/17,1045,957,,252,30,16,20,25,12,23,13,294,33,40,35
02/02/2022,New York City,2020,43,2020/10/24,1039,930,12,225,29,20,26,24,,16,,260,46,28,26
02/02/2022,New York City,2020,44,2020/10/31,1066,976,11,234,46,22,27,27,,12,13,303,38,41,37
02/02/2022,New York City,2020,45,2020/11/7,1154,1052,13,221,35,26,29,29,13,15,11,340,43,70,60
02/02/2022,New York City,2020,46,2020/11/14,1094,1000,,235,43,22,24,23,16,,12,289,34,55,45
02/02/2022,New York City,2020,47,2020/11/21,1101,1021,16,228,49,23,23,25,18,17,11,310,38,68,60
02/02/2022,New York City,2020,48,2020/11/28,1070,989,10,224,36,24,26,34,12,21,,259,46,74,62
02/02/2022,New York City,2020,49,2020/12/5,1160,1078,10,224,39,19,21,27,14,16,16,328,52,133,120
02/02/2022,New York City,2020,50,2020/12/12,1233,1143,13,211,39,26,36,36,12,10,25,333,46,171,152
02/02/2022,New York City,2020,51,2020/12/19,1340,1266,15,244,53,21,23,32,18,,21,361,42,224,205
02/02/2022,New York City,2020,52,2020/12/26,1428,1341,18,211,36,21,38,24,23,,31,393,57,267,247
02/02/2022,New York City,2020,53,2021/1/2,1415,1307,12,207,37,35,37,31,12,,23,356,40,297,278
02/02/2022,New York City,2021,1,2021/1/9,1508,1397,17,218,35,29,37,39,23,11,11,356,49,376,351
02/02/2022,New York City,2021,2,2021/1/16,1491,1382,16,233,49,21,32,27,,19,13,337,49,410,382
02/02/2022,New York City,2021,3,2021/1/23,1578,1497,11,214,38,27,35,28,18,14,11,350,37,493,465
02/02/2022,New York City,2021,4,2021/1/30,1599,1514,16,214,48,24,30,29,14,12,15,385,39,516,471
02/02/2022,New York City,2021,5,2021/2/6,1564,1457,15,183,36,36,26,25,15,17,11,359,46,495,463
02/02/2022,New York City,2021,6,2021/2/13,1623,1537,,254,48,24,29,31,,17,20,353,48,512,472
02/02/2022,New York City,2021,7,2021/2/20,1556,1463,15,192,55,25,39,31,,,15,348,53,466,430
02/02/2022,New York City,2021,8,2021/2/27,1549,1456,23,204,30,20,29,32,14,10,16,385,32,460,415
02/02/2022,New York City,2021,9,2021/3/6,1446,1349,10,214,47,24,46,30,11,,,366,43,384,359
02/02/2022,New York City,2021,10,2021/3/13,1427,1318,14,208,27,31,32,24,18,18,15,311,36,402,373
02/02/2022,New York City,2021,11,2021/3/20,1370,1282,14,210,40,27,36,33,13,14,19,340,45,293,272
02/02/2022,New York City,2021,12,2021/3/27,1443,1345,,237,29,31,34,28,15,18,20,326,39,347,331
02/02/2022,New York City,2021,13,2021/4/3,1379,1288,18,213,32,18,28,21,14,17,29,307,42,345,314
02/02/2022,New York City,2021,14,2021/4/10,1319,1226,14,196,36,23,34,29,14,17,20,313,49,306,276
02/02/2022,New York City,2021,15,2021/4/17,1175,1099,,182,33,24,23,33,10,12,25,296,44,241,222
02/02/2022,New York City,2021,16,2021/4/24,1255,1154,16,226,27,16,32,26,14,,15,324,38,231,206
02/02/2022,New York City,2021,17,2021/5/1,1165,1079,14,213,36,16,28,26,,10,10,302,43,189,171
02/02/2022,New York City,2021,18,2021/5/8,1129,1043,14,212,31,25,23,19,10,13,19,300,37,167,145
02/02/2022,New York City,2021,19,2021/5/15,1162,1071,13,221,42,24,25,20,13,,22,304,39,141,119
02/02/2022,New York City,2021,20,2021/5/22,1141,1038,23,231,19,15,21,30,19,15,16,319,40,86,66
02/02/2022,New York City,2021,21,2021/5/29,1014,905,19,200,26,20,27,20,10,,22,277,44,57,47
02/02/2022,New York City,2021,22,2021/6/5,1050,956,14,218,34,12,25,23,16,18,30,309,33,47,37
02/02/2022,New York City,2021,23,2021/6/12,969,869,19,216,22,17,31,29,10,,11,274,29,33,28
02/02/2022,New York City,2021,24,2021/6/19,1030,949,19,219,33,21,29,25,19,16,21,276,39,46,31
02/02/2022,New York City,2021,25,2021/6/26,1010,928,16,211,26,16,15,18,12,12,13,310,48,26,20
02/02/2022,New York City,2021,26,2021/7/3,1057,951,23,216,28,18,27,40,10,11,17,298,42,27,19
02/02/2022,New York City,2021,27,2021/7/10,1004,908,24,202,27,11,35,23,14,16,20,291,41,12,
02/02/2022,New York City,2021,28,2021/7/17,993,906,12,240,22,20,34,22,14,,16,260,32,25,18
02/02/2022,New York City,2021,29,2021/7/24,953,857,17,202,24,16,30,27,,12,15,256,37,21,16
02/02/2022,New York City,2021,30,2021/7/31,1012,917,21,238,21,16,31,29,15,,26,259,38,30,22
02/02/2022,New York City,2021,31,2021/8/7,1113,1001,18,265,26,20,23,22,10,12,31,286,54,50,44
02/02/2022,New York City,2021,32,2021/8/14,1061,953,19,219,36,14,21,23,13,14,32,274,33,56,51
02/02/2022,New York City,2021,33,2021/8/21,1091,1022,15,224,24,24,29,27,14,19,32,320,47,67,61
02/02/2022,New York City,2021,34,2021/8/28,1100,1027,18,220,25,14,37,20,12,10,41,323,29,71,68
02/02/2022,New York City,2021,35,2021/9/4,1141,1067,18,231,26,23,24,24,10,15,87,310,40,86,76
02/02/2022,New York City,2021,36,2021/9/11,1169,1102,20,212,31,21,35,27,17,14,94,311,49,101,90
02/02/2022,New York City,2021,37,2021/9/18,1063,1021,17,211,24,19,38,25,13,12,100,245,43,72,63
02/02/2022,New York City,2021,38,2021/9/25,1127,1079,13,221,31,19,24,24,10,14,70,319,38,93,84
02/02/2022,New York City,2021,39,2021/10/2,1154,1093,18,234,40,15,33,28,10,12,75,296,44,84,78
02/02/2022,New York City,2021,40,2021/10/9,1099,1043,20,231,26,20,27,18,12,15,88,263,40,80,72
02/02/2022,New York City,2021,41,2021/10/16,1006,967,16,217,36,18,26,20,14,12,84,266,30,53,45
02/02/2022,New York City,2021,42,2021/10/23,996,959,13,235,26,16,21,29,15,,69,271,36,58,54
02/02/2022,New York City,2021,43,2021/10/30,1133,1088,15,248,38,19,36,27,18,12,83,308,41,55,44
02/02/2022,New York City,2021,44,2021/11/6,1165,1114,16,239,34,18,37,26,13,12,93,332,38,52,42
02/02/2022,New York City,2021,45,2021/11/13,1174,1134,,232,32,26,32,36,17,15,102,344,33,52,47
02/02/2022,New York City,2021,46,2021/11/20,1130,1086,17,200,35,23,28,23,19,15,107,298,44,55,46
02/02/2022,New York City,2021,47,2021/11/27,1147,1103,16,226,33,22,37,28,13,11,104,329,40,61,48
02/02/2022,New York City,2021,48,2021/12/4,1171,1124,21,247,31,27,38,27,12,14,96,295,51,65,60
02/02/2022,New York City,2021,49,2021/12/11,1130,1082,20,236,28,20,40,23,12,10,95,315,35,63,56
02/02/2022,New York City,2021,50,2021/12/18,1269,1202,24,212,30,21,27,28,14,15,109,338,48,102,97
02/02/2022,New York City,2021,51,2021/12/25,1336,1285,19,238,40,27,49,28,13,17,103,341,36,160,139
02/02/2022,New York City,2021,52,2022/1/1,1483,1445,21,254,42,39,41,34,12,16,117,375,49,256,218
02/02/2022,New York City,2022,1,2022/1/8,1680,1642,24,194,34,24,33,33,16,,113,471,42,493,417
02/02/2022,New York City,2022,2,2022/1/15,1855,1808,15,194,38,33,33,24,27,17,129,454,50,644,557
02/02/2022,New York City,2022,3,2022/1/22,1370,1351,10,145,24,19,31,19,12,10,148,323,32,468,411
02/02/2022,North Carolina,2020,1,2020/1/4,2003,1835,37,378,64,90,44,137,36,56,22,415,102,0,0
02/02/2022,North Carolina,2020,2,2020/1/11,1984,1803,30,401,57,98,58,119,39,39,13,374,106,0,0
02/02/2022,North Carolina,2020,3,2020/1/18,1902,1759,30,404,59,86,51,135,31,26,13,361,103,0,0
02/02/2022,North Carolina,2020,4,2020/1/25,1994,1809,28,420,60,80,48,120,38,51,18,397,119,0,0
02/02/2022,North Carolina,2020,5,2020/2/1,1982,1815,41,381,55,106,50,122,34,25,,393,120,0,0
02/02/2022,North Carolina,2020,6,2020/2/8,2052,1847,32,416,65,106,54,119,39,49,11,413,118,0,0
02/02/2022,North Carolina,2020,7,2020/2/15,2059,1882,34,399,54,89,76,129,33,53,10,383,127,0,0
02/02/2022,North Carolina,2020,8,2020/2/22,1924,1779,33,404,64,92,68,116,25,41,17,380,118,,
02/02/2022,North Carolina,2020,9,2020/2/29,1972,1803,38,399,60,95,64,118,37,39,16,389,107,0,0
02/02/2022,North Carolina,2020,10,2020/3/7,2032,1826,34,397,58,102,51,117,30,42,12,409,113,,
02/02/2022,North Carolina,2020,11,2020/3/14,2024,1848,34,417,65,93,44,115,35,40,17,423,109,,
02/02/2022,North Carolina,2020,12,2020/3/21,2051,1841,30,386,67,105,50,111,39,47,,405,108,,0
02/02/2022,North Carolina,2020,13,2020/3/28,1876,1691,22,336,72,88,65,94,33,41,10,367,105,12,
02/02/2022,North Carolina,2020,14,2020/4/4,2023,1851,48,391,63,93,56,112,29,33,20,407,105,44,41
02/02/2022,North Carolina,2020,15,2020/4/11,2016,1829,45,373,62,89,48,106,39,33,14,401,101,61,58
02/02/2022,North Carolina,2020,16,2020/4/18,2028,1833,17,335,70,107,28,121,24,43,18,375,116,138,123
02/02/2022,North Carolina,2020,17,2020/4/25,2103,1924,28,409,72,108,41,101,33,48,19,380,111,121,113
02/02/2022,North Carolina,2020,18,2020/5/2,1947,1755,28,354,64,82,31,92,26,38,16,377,92,120,111
02/02/2022,North Carolina,2020,19,2020/5/9,2058,1830,31,362,74,92,30,90,28,36,22,382,107,119,114
02/02/2022,North Carolina,2020,20,2020/5/16,2033,1820,22,409,65,83,22,85,23,31,19,393,100,103,90
02/02/2022,North Carolina,2020,21,2020/5/23,2057,1862,22,393,66,97,35,106,37,33,,400,101,109,95
02/02/2022,North Carolina,2020,22,2020/5/30,1975,1789,37,343,60,90,31,81,35,42,19,381,82,161,142
02/02/2022,North Carolina,2020,23,2020/6/6,1959,1765,32,377,62,94,22,108,23,45,17,318,104,128,114
02/02/2022,North Carolina,2020,24,2020/6/13,1872,1679,24,371,43,83,22,78,37,37,13,362,86,112,93
02/02/2022,North Carolina,2020,25,2020/6/20,1937,1744,26,350,64,72,24,91,35,40,20,390,110,102,88
02/02/2022,North Carolina,2020,26,2020/6/27,1945,1728,32,366,66,88,22,76,33,41,17,392,97,104,94
02/02/2022,North Carolina,2020,27,2020/7/4,1995,1800,22,409,82,91,21,84,33,36,15,410,100,103,87
02/02/2022,North Carolina,2020,28,2020/7/11,1977,1762,28,331,56,91,31,80,31,36,18,355,112,130,121
02/02/2022,North Carolina,2020,29,2020/7/18,2027,1779,21,378,71,79,17,88,21,52,23,386,112,154,144
02/02/2022,North Carolina,2020,30,2020/7/25,2147,1943,33,386,89,80,20,85,24,39,26,382,132,187,178
02/02/2022,North Carolina,2020,31,2020/8/1,2080,1860,26,360,73,92,19,88,29,27,12,378,108,214,195
02/02/2022,North Carolina,2020,32,2020/8/8,2054,1859,38,379,61,95,32,73,26,37,15,411,112,193,179
02/02/2022,North Carolina,2020,33,2020/8/15,2153,1941,30,408,71,99,30,76,30,44,10,372,103,212,191
02/02/2022,North Carolina,2020,34,2020/8/22,2113,1893,37,416,68,83,18,96,33,44,15,356,100,215,191
02/02/2022,North Carolina,2020,35,2020/8/29,2065,1888,29,382,71,86,24,85,32,41,17,378,111,191,172
02/02/2022,North Carolina,2020,36,2020/9/5,2163,1949,33,397,74,95,30,96,36,36,17,396,129,212,191
02/02/2022,North Carolina,2020,37,2020/9/12,2119,1933,31,396,71,79,16,97,29,30,13,398,107,204,181
02/02/2022,North Carolina,2020,38,2020/9/19,2256,2062,34,417,88,82,29,99,25,39,15,435,115,229,205
02/02/2022,North Carolina,2020,39,2020/9/26,2066,1899,37,366,65,94,24,106,33,38,19,363,116,202,189
02/02/2022,North Carolina,2020,40,2020/10/3,2027,1836,22,406,77,80,23,98,24,38,14,352,103,191,162
02/02/2022,North Carolina,2020,41,2020/10/10,2110,1936,26,408,64,78,38,87,29,38,16,366,114,209,188
02/02/2022,North Carolina,2020,42,2020/10/17,2124,1941,38,383,63,81,22,98,23,43,29,371,114,216,191
02/02/2022,North Carolina,2020,43,2020/10/24,2125,1936,33,396,79,75,19,106,35,36,22,393,118,218,204
02/02/2022,North Carolina,2020,44,2020/10/31,2145,1981,27,399,77,81,24,83,32,32,17,389,102,273,254
02/02/2022,North Carolina,2020,45,2020/11/7,2365,2161,33,404,74,93,32,104,42,60,10,451,121,292,262
02/02/2022,North Carolina,2020,46,2020/11/14,2219,2020,27,396,70,84,31,93,29,52,19,360,114,287,266
02/02/2022,North Carolina,2020,47,2020/11/21,2160,1988,26,383,60,65,21,79,25,39,18,414,124,282,251
02/02/2022,North Carolina,2020,48,2020/11/28,2304,2112,23,391,77,98,28,107,31,45,18,409,102,329,293
02/02/2022,North Carolina,2020,49,2020/12/5,2365,2175,33,360,82,90,28,87,27,42,29,437,121,368,323
02/02/2022,North Carolina,2020,50,2020/12/12,2444,2276,43,380,77,78,46,107,40,38,23,427,116,485,433
02/02/2022,North Carolina,2020,51,2020/12/19,2564,2412,36,389,80,118,33,100,47,44,23,432,115,591,535
02/02/2022,North Carolina,2020,52,2020/12/26,2654,2443,28,374,67,94,36,78,27,42,36,456,113,623,567
02/02/2022,North Carolina,2020,53,2021/1/2,2841,2645,32,424,95,108,30,95,29,46,25,412,132,757,694
02/02/2022,North Carolina,2021,1,2021/1/9,2952,2727,29,382,79,116,37,103,35,38,29,477,116,812,748
02/02/2022,North Carolina,2021,2,2021/1/16,3029,2819,38,387,78,115,29,105,38,55,23,463,148,907,823
02/02/2022,North Carolina,2021,3,2021/1/23,2942,2767,46,372,95,115,21,106,33,51,33,435,126,884,810
02/02/2022,North Carolina,2021,4,2021/1/30,2939,2730,37,414,81,101,18,95,35,60,23,488,132,766,684
02/02/2022,North Carolina,2021,5,2021/2/6,2658,2440,41,399,70,112,33,83,35,46,23,430,124,602,521
02/02/2022,North Carolina,2021,6,2021/2/13,2533,2316,34,378,70,87,29,102,32,45,26,418,132,511,448
02/02/2022,North Carolina,2021,7,2021/2/20,2439,2244,25,409,77,88,37,93,34,52,15,468,117,368,313
02/02/2022,North Carolina,2021,8,2021/2/27,2236,2039,22,381,68,82,25,80,32,54,24,399,116,286,245
02/02/2022,North Carolina,2021,9,2021/3/6,2144,1943,26,420,70,81,35,85,31,35,27,415,115,192,164
02/02/2022,North Carolina,2021,10,2021/3/13,2052,1862,27,387,65,88,31,84,32,41,23,399,105,156,127
02/02/2022,North Carolina,2021,11,2021/3/20,2031,1814,29,358,67,67,25,87,31,54,28,413,101,139,111
02/02/2022,North Carolina,2021,12,2021/3/27,2031,1840,38,407,71,86,24,74,30,49,25,385,108,127,107
02/02/2022,North Carolina,2021,13,2021/4/3,1949,1751,27,364,77,66,32,80,30,43,25,358,101,119,100
02/02/2022,North Carolina,2021,14,2021/4/10,2114,1883,34,397,91,92,25,93,32,43,19,370,107,107,87
02/02/2022,North Carolina,2021,15,2021/4/17,1996,1747,22,367,78,67,26,75,28,48,30,387,113,109,92
02/02/2022,North Carolina,2021,16,2021/4/24,2034,1814,23,400,77,74,22,83,28,38,26,386,126,125,103
02/02/2022,North Carolina,2021,17,2021/5/1,2064,1859,14,417,85,68,26,73,29,35,18,409,106,121,96
02/02/2022,North Carolina,2021,18,2021/5/8,2086,1889,22,408,79,82,29,88,26,38,24,416,110,140,123
02/02/2022,North Carolina,2021,19,2021/5/15,1997,1791,27,414,77,70,21,84,32,42,23,374,93,118,105
02/02/2022,North Carolina,2021,20,2021/5/22,1965,1770,32,350,78,78,23,83,28,44,25,369,104,121,107
02/02/2022,North Carolina,2021,21,2021/5/29,2078,1853,35,410,70,68,23,109,37,49,33,399,101,105,89
02/02/2022,North Carolina,2021,22,2021/6/5,2025,1800,34,402,65,68,27,96,38,36,37,381,86,76,66
02/02/2022,North Carolina,2021,23,2021/6/12,1953,1725,36,380,65,75,18,74,27,43,40,410,90,69,56
02/02/2022,North Carolina,2021,24,2021/6/19,1946,1740,26,414,74,57,30,87,37,40,26,387,96,51,43
02/02/2022,North Carolina,2021,25,2021/6/26,1894,1698,42,362,83,66,23,72,42,47,25,348,88,63,50
02/02/2022,North Carolina,2021,26,2021/7/3,1916,1677,32,382,70,92,17,72,25,30,29,385,108,42,36
02/02/2022,North Carolina,2021,27,2021/7/10,1919,1704,34,368,70,61,22,101,27,32,33,389,82,40,30
02/02/2022,North Carolina,2021,28,2021/7/17,1967,1726,21,388,62,76,18,99,23,27,21,389,99,55,41
02/02/2022,North Carolina,2021,29,2021/7/24,1989,1794,33,360,63,63,23,106,29,32,33,395,118,79,67
02/02/2022,North Carolina,2021,30,2021/7/31,1966,1763,38,383,51,75,23,70,35,42,37,368,99,124,110
02/02/2022,North Carolina,2021,31,2021/8/7,1662,1471,22,327,50,69,22,58,25,28,41,304,63,162,151
02/02/2022,North Carolina,2021,32,2021/8/14,1597,1430,18,280,40,47,24,47,15,30,46,259,61,245,232
02/02/2022,North Carolina,2021,33,2021/8/21,1870,1682,16,292,57,44,16,65,22,26,44,300,69,405,386
02/02/2022,North Carolina,2021,34,2021/8/28,1996,1815,22,290,60,58,22,55,26,37,47,298,67,491,469
02/02/2022,North Carolina,2021,35,2021/9/4,2054,1901,21,286,54,60,25,54,30,28,44,290,69,610,586
02/02/2022,North Carolina,2021,36,2021/9/11,2073,1883,17,310,55,53,22,66,17,27,49,301,84,590,560
02/02/2022,North Carolina,2021,37,2021/9/18,2192,2009,17,303,52,75,24,77,29,41,33,311,91,639,609
02/02/2022,North Carolina,2021,38,2021/9/25,2020,1853,15,271,61,50,22,68,24,33,56,300,85,579,556
02/02/2022,North Carolina,2021,39,2021/10/2,1996,1836,15,293,62,67,25,60,19,32,55,322,99,502,473
02/02/2022,North Carolina,2021,40,2021/10/9,2037,1875,22,325,52,75,36,72,29,26,49,326,78,443,423
02/02/2022,North Carolina,2021,41,2021/10/16,2008,1854,27,347,62,66,23,84,29,36,61,313,74,349,328
02/02/2022,North Carolina,2021,42,2021/10/23,1848,1673,22,310,48,64,22,64,13,24,61,288,88,322,295
02/02/2022,North Carolina,2021,43,2021/10/30,1794,1648,30,294,62,68,25,62,18,28,62,312,96,242,226
02/02/2022,North Carolina,2021,44,2021/11/6,1170,1048,,192,29,43,,42,11,15,63,175,63,181,169
02/02/2022,North Carolina,2021,45,2021/11/13,1144,1004,10,197,29,45,10,39,13,,94,162,48,132,121
02/02/2022,North Carolina,2021,46,2021/11/20,987,889,12,179,17,40,24,35,,10,67,154,48,121,115
02/02/2022,North Carolina,2021,47,2021/11/27,1100,992,14,179,34,37,13,41,21,21,86,163,53,120,110
02/02/2022,North Carolina,2021,48,2021/12/4,1095,983,,180,24,34,,38,17,15,91,186,50,130,122
02/02/2022,North Carolina,2021,49,2021/12/11,1079,952,12,197,16,55,10,31,,13,90,142,46,161,154
02/02/2022,North Carolina,2021,50,2021/12/18,1009,901,,176,20,33,,39,11,,88,165,51,149,137
02/02/2022,North Carolina,2021,51,2021/12/25,965,846,,162,17,43,,36,,14,91,131,58,121,110
02/02/2022,North Carolina,2021,52,2022/1/1,903,821,,186,14,36,,30,16,17,94,156,39,64,57
02/02/2022,North Carolina,2022,1,2022/1/8,807,732,,151,11,29,13,35,,18,82,119,35,88,79
02/02/2022,North Carolina,2022,2,2022/1/15,674,629,,148,13,24,,22,10,16,48,83,48,91,80
02/02/2022,North Carolina,2022,3,2022/1/22,210,205,0,55,0,,,,,,,34,17,25,22
02/02/2022,North Dakota,2020,1,2020/1/4,149,139,,31,,,,,,,,32,,0,0
02/02/2022,North Dakota,2020,2,2020/1/11,151,137,,26,,,,,0,,,33,12,0,0
02/02/2022,North Dakota,2020,3,2020/1/18,171,158,,32,,12,,,,,,35,11,0,0
02/02/2022,North Dakota,2020,4,2020/1/25,147,131,,24,,10,,10,,0,,22,10,0,0
02/02/2022,North Dakota,2020,5,2020/2/1,130,118,,27,,12,,,,,,26,,0,0
02/02/2022,North Dakota,2020,6,2020/2/8,138,126,,21,,,,,,,0,26,,0,0
02/02/2022,North Dakota,2020,7,2020/2/15,148,133,,17,,15,,,,,,40,,0,0
02/02/2022,North Dakota,2020,8,2020/2/22,176,166,,38,,12,,11,,,,40,10,0,0
02/02/2022,North Dakota,2020,9,2020/2/29,152,139,,29,,,,,,,,30,,0,0
02/02/2022,North Dakota,2020,10,2020/3/7,171,159,,30,,,,15,,0,,41,,0,0
02/02/2022,North Dakota,2020,11,2020/3/14,148,136,,31,,,,,,,,22,11,0,0
02/02/2022,North Dakota,2020,12,2020/3/21,150,143,,30,,,11,14,,,,27,,0,0
02/02/2022,North Dakota,2020,13,2020/3/28,119,115,,20,,,10,,,,,28,,,
02/02/2022,North Dakota,2020,14,2020/4/4,140,127,,18,,10,,,,,,31,,,
02/02/2022,North Dakota,2020,15,2020/4/11,158,142,,21,,,,,0,,,35,12,,
02/02/2022,North Dakota,2020,16,2020/4/18,157,147,,26,11,12,,,,,,28,,,
02/02/2022,North Dakota,2020,17,2020/4/25,158,140,,30,,,,,,,,25,,11,10
02/02/2022,North Dakota,2020,18,2020/5/2,148,136,,24,,,,,,,,22,,,
02/02/2022,North Dakota,2020,19,2020/5/9,141,127,,13,,,,10,,,0,35,,11,10
02/02/2022,North Dakota,2020,20,2020/5/16,153,142,,25,,,,,,0,,33,,14,13
02/02/2022,North Dakota,2020,21,2020/5/23,140,124,,20,,,,,,,,33,,10,
02/02/2022,North Dakota,2020,22,2020/5/30,143,124,,27,,,,,,0,,31,,14,13
02/02/2022,North Dakota,2020,23,2020/6/6,161,143,,36,,,,,,,,25,10,,
02/02/2022,North Dakota,2020,24,2020/6/13,143,130,,27,,,0,,,,0,28,10,,
02/02/2022,North Dakota,2020,25,2020/6/20,142,132,,22,,,,,,,,30,,,
02/02/2022,North Dakota,2020,26,2020/6/27,131,122,,29,,,,,,,,20,,,
02/02/2022,North Dakota,2020,27,2020/7/4,117,106,0,22,,10,,,0,0,0,18,,,
02/02/2022,North Dakota,2020,28,2020/7/11,135,123,,23,,,,,,,0,24,,,
02/02/2022,North Dakota,2020,29,2020/7/18,134,125,0,23,,,,,,,,33,,,
02/02/2022,North Dakota,2020,30,2020/7/25,132,118,,27,,,,,,,0,31,,10,
02/02/2022,North Dakota,2020,31,2020/8/1,139,118,,22,,,,,,,,23,,,
02/02/2022,North Dakota,2020,32,2020/8/8,154,136,,34,,10,,,,,,28,,,
02/02/2022,North Dakota,2020,33,2020/8/15,136,122,,22,,,,,0,,,29,,14,14
02/02/2022,North Dakota,2020,34,2020/8/22,132,121,,27,,,,,,,,30,10,,
02/02/2022,North Dakota,2020,35,2020/8/29,141,121,,28,,,0,,0,,,29,,,
02/02/2022,North Dakota,2020,36,2020/9/5,163,150,,28,,10,,,,,0,33,,14,11
02/02/2022,North Dakota,2020,37,2020/9/12,143,130,,27,,10,,,,,,29,12,12,10
02/02/2022,North Dakota,2020,38,2020/9/19,165,147,,20,,,,13,,,,32,,17,16
02/02/2022,North Dakota,2020,39,2020/9/26,178,163,,29,,,,,,0,,29,,46,44
